Entity,Code,Date,Total COVID-19 tests,Total confirmed cases of COVID-19 (cases)
Jordan,JOR,"Mar 28, 2020",,212
Jordan,JOR,"Mar 29, 2020",,235
Jordan,JOR,"Mar 30, 2020",,259
Kazakhstan,KAZ,"Mar 15, 2020",,6
Kazakhstan,KAZ,"Mar 16, 2020",,9
Kazakhstan,KAZ,"Mar 17, 2020",,11
Kazakhstan,KAZ,"Mar 18, 2020",,33
Kazakhstan,KAZ,"Mar 19, 2020",,37
Kazakhstan,KAZ,"Mar 20, 2020",,49
Kazakhstan,KAZ,"Mar 21, 2020",,53
Kazakhstan,KAZ,"Mar 22, 2020",,56
Kazakhstan,KAZ,"Mar 23, 2020",,60
Kazakhstan,KAZ,"Mar 24, 2020",,62
Kazakhstan,KAZ,"Mar 25, 2020",,79
Kazakhstan,KAZ,"Mar 26, 2020",,88
Kazakhstan,KAZ,"Mar 27, 2020",,120
Kazakhstan,KAZ,"Mar 28, 2020",,193
Kazakhstan,KAZ,"Mar 29, 2020",,229
Kazakhstan,KAZ,"Mar 30, 2020",,284
Kenya,KEN,"Mar 14, 2020",,1
Kenya,KEN,"Mar 15, 2020",,1
Kenya,KEN,"Mar 16, 2020",,3
Kenya,KEN,"Mar 17, 2020",,3
Kenya,KEN,"Mar 18, 2020",,4
Kenya,KEN,"Mar 19, 2020",,7
Kenya,KEN,"Mar 20, 2020",,7
Kenya,KEN,"Mar 21, 2020",,7
Kenya,KEN,"Mar 22, 2020",,7
Kenya,KEN,"Mar 23, 2020",,15
Kenya,KEN,"Mar 24, 2020",,16
Kenya,KEN,"Mar 25, 2020",,25
Kenya,KEN,"Mar 26, 2020",,25
Kenya,KEN,"Mar 27, 2020",,31
Kenya,KEN,"Mar 28, 2020",,31
Kenya,KEN,"Mar 29, 2020",,38
Kenya,KEN,"Mar 30, 2020",,42
Kosovo,OWID_KOS,"Mar 16, 2020",,2
Kosovo,OWID_KOS,"Mar 17, 2020",,2
Kosovo,OWID_KOS,"Mar 18, 2020",,19
Kosovo,OWID_KOS,"Mar 19, 2020",,19
Kosovo,OWID_KOS,"Mar 20, 2020",,21
Kosovo,OWID_KOS,"Mar 21, 2020",,24
Kosovo,OWID_KOS,"Mar 22, 2020",,24
Kosovo,OWID_KOS,"Mar 23, 2020",,31
Kosovo,OWID_KOS,"Mar 24, 2020",,61
Kosovo,OWID_KOS,"Mar 25, 2020",,63
Kosovo,OWID_KOS,"Mar 26, 2020",,71
Kosovo,OWID_KOS,"Mar 27, 2020",,79
Kosovo,OWID_KOS,"Mar 28, 2020",,86
Kosovo,OWID_KOS,"Mar 29, 2020",,86
Kosovo,OWID_KOS,"Mar 30, 2020",,86
Kuwait,KWT,"Dec 31, 2019",,0
Kuwait,KWT,"Jan 1, 2020",,0
Kuwait,KWT,"Jan 2, 2020",,0
Kuwait,KWT,"Jan 3, 2020",,0
Kuwait,KWT,"Jan 4, 2020",,0
Kuwait,KWT,"Jan 5, 2020",,0
Kuwait,KWT,"Jan 6, 2020",,0
Kuwait,KWT,"Jan 7, 2020",,0
Kuwait,KWT,"Jan 8, 2020",,0
Kuwait,KWT,"Jan 9, 2020",,0
Kuwait,KWT,"Jan 10, 2020",,0
Kuwait,KWT,"Jan 11, 2020",,0
Kuwait,KWT,"Jan 12, 2020",,0
Kuwait,KWT,"Jan 13, 2020",,0
Kuwait,KWT,"Jan 14, 2020",,0
Kuwait,KWT,"Jan 15, 2020",,0
Kuwait,KWT,"Jan 16, 2020",,0
Kuwait,KWT,"Jan 17, 2020",,0
Kuwait,KWT,"Jan 18, 2020",,0
Kuwait,KWT,"Jan 19, 2020",,0
Kuwait,KWT,"Jan 20, 2020",,0
Kuwait,KWT,"Jan 21, 2020",,0
Kuwait,KWT,"Jan 22, 2020",,0
Kuwait,KWT,"Jan 23, 2020",,0
Kuwait,KWT,"Jan 24, 2020",,0
Kuwait,KWT,"Jan 25, 2020",,0
Kuwait,KWT,"Jan 26, 2020",,0
Kuwait,KWT,"Jan 27, 2020",,0
Kuwait,KWT,"Jan 28, 2020",,0
Kuwait,KWT,"Jan 29, 2020",,0
Kuwait,KWT,"Jan 30, 2020",,0
Kuwait,KWT,"Jan 31, 2020",,0
Kuwait,KWT,"Feb 1, 2020",,0
Kuwait,KWT,"Feb 2, 2020",,0
Kuwait,KWT,"Feb 3, 2020",,0
Kuwait,KWT,"Feb 4, 2020",,0
Kuwait,KWT,"Feb 5, 2020",,0
Kuwait,KWT,"Feb 6, 2020",,0
Kuwait,KWT,"Feb 7, 2020",,0
Kuwait,KWT,"Feb 8, 2020",,0
Kuwait,KWT,"Feb 9, 2020",,0
Kuwait,KWT,"Feb 10, 2020",,0
Kuwait,KWT,"Feb 11, 2020",,0
Kuwait,KWT,"Feb 12, 2020",,0
Kuwait,KWT,"Feb 13, 2020",,0
Kuwait,KWT,"Feb 14, 2020",,0
Kuwait,KWT,"Feb 15, 2020",,0
Kuwait,KWT,"Feb 16, 2020",,0
Kuwait,KWT,"Feb 17, 2020",,0
Kuwait,KWT,"Feb 18, 2020",,0
Kuwait,KWT,"Feb 19, 2020",,0
Kuwait,KWT,"Feb 20, 2020",,0
Kuwait,KWT,"Feb 21, 2020",,0
Kuwait,KWT,"Feb 22, 2020",,0
Kuwait,KWT,"Feb 23, 2020",,0
Kuwait,KWT,"Feb 24, 2020",,3
Kuwait,KWT,"Feb 25, 2020",,5
Kuwait,KWT,"Feb 26, 2020",,11
Kuwait,KWT,"Feb 27, 2020",,26
Kuwait,KWT,"Feb 28, 2020",,43
Kuwait,KWT,"Feb 29, 2020",,45
Kuwait,KWT,"Mar 1, 2020",,45
Kuwait,KWT,"Mar 2, 2020",,46
Kuwait,KWT,"Mar 3, 2020",,56
Kuwait,KWT,"Mar 6, 2020",,58
Kuwait,KWT,"Mar 8, 2020",,61
Kuwait,KWT,"Mar 9, 2020",,64
Kuwait,KWT,"Mar 10, 2020",,65
Kuwait,KWT,"Mar 11, 2020",,69
Kuwait,KWT,"Mar 12, 2020",,72
Kuwait,KWT,"Mar 13, 2020",,80
Kuwait,KWT,"Mar 14, 2020",,100
Kuwait,KWT,"Mar 15, 2020",,104
Kuwait,KWT,"Mar 16, 2020",,112
Kuwait,KWT,"Mar 17, 2020",,123
Kuwait,KWT,"Mar 18, 2020",,130
Kuwait,KWT,"Mar 19, 2020",,142
Kuwait,KWT,"Mar 20, 2020",,148
Kuwait,KWT,"Mar 21, 2020",,159
Kuwait,KWT,"Mar 22, 2020",,176
Kuwait,KWT,"Mar 23, 2020",,188
Kuwait,KWT,"Mar 24, 2020",,189
Kuwait,KWT,"Mar 25, 2020",,191
Kuwait,KWT,"Mar 26, 2020",,195
Kuwait,KWT,"Mar 27, 2020",,208
Kuwait,KWT,"Mar 28, 2020",,225
Kuwait,KWT,"Mar 29, 2020",,235
Kuwait,KWT,"Mar 30, 2020",,255
Kyrgyzstan,KGZ,"Mar 13, 2020",1545,
Kyrgyzstan,KGZ,"Mar 19, 2020",,3
Kyrgyzstan,KGZ,"Mar 20, 2020",,6
Kyrgyzstan,KGZ,"Mar 21, 2020",,6
Kyrgyzstan,KGZ,"Mar 22, 2020",,14
Kyrgyzstan,KGZ,"Mar 23, 2020",,14
Kyrgyzstan,KGZ,"Mar 24, 2020",,16
Kyrgyzstan,KGZ,"Mar 25, 2020",,42
Kyrgyzstan,KGZ,"Mar 26, 2020",,44
Kyrgyzstan,KGZ,"Mar 27, 2020",,44
Kyrgyzstan,KGZ,"Mar 28, 2020",,58
Kyrgyzstan,KGZ,"Mar 29, 2020",,84
Kyrgyzstan,KGZ,"Mar 30, 2020",,84
Laos,LAO,"Mar 25, 2020",,2
Laos,LAO,"Mar 26, 2020",,2
Laos,LAO,"Mar 27, 2020",,6
Laos,LAO,"Mar 28, 2020",,6
Laos,LAO,"Mar 29, 2020",,6
Laos,LAO,"Mar 30, 2020",,6
Latvia,LVA,"Mar 3, 2020",,1
Latvia,LVA,"Mar 8, 2020",,2
Latvia,LVA,"Mar 9, 2020",,3
Latvia,LVA,"Mar 10, 2020",,6
Latvia,LVA,"Mar 11, 2020",,8
Latvia,LVA,"Mar 12, 2020",,10
Latvia,LVA,"Mar 13, 2020",,16
Latvia,LVA,"Mar 14, 2020",,19
Latvia,LVA,"Mar 15, 2020",,26
Latvia,LVA,"Mar 16, 2020",,31
Latvia,LVA,"Mar 17, 2020",,36
Latvia,LVA,"Mar 18, 2020",,61
Latvia,LVA,"Mar 19, 2020",,71
Latvia,LVA,"Mar 20, 2020",3205,86
Latvia,LVA,"Mar 21, 2020",,111
Latvia,LVA,"Mar 22, 2020",,124
Latvia,LVA,"Mar 23, 2020",,139
Latvia,LVA,"Mar 24, 2020",,180
Latvia,LVA,"Mar 25, 2020",,197
Latvia,LVA,"Mar 26, 2020",,221
Latvia,LVA,"Mar 27, 2020",,244
Latvia,LVA,"Mar 28, 2020",,280
Latvia,LVA,"Mar 29, 2020",,305
Latvia,LVA,"Mar 30, 2020",,376
Lebanon,LBN,"Dec 31, 2019",,0
Lebanon,LBN,"Jan 1, 2020",,0
Lebanon,LBN,"Jan 2, 2020",,0
Lebanon,LBN,"Jan 3, 2020",,0
Lebanon,LBN,"Jan 4, 2020",,0
Lebanon,LBN,"Jan 5, 2020",,0
Lebanon,LBN,"Jan 6, 2020",,0
Lebanon,LBN,"Jan 7, 2020",,0
Lebanon,LBN,"Jan 8, 2020",,0
Lebanon,LBN,"Jan 9, 2020",,0
Lebanon,LBN,"Jan 10, 2020",,0
Lebanon,LBN,"Jan 11, 2020",,0
Lebanon,LBN,"Jan 12, 2020",,0
Lebanon,LBN,"Jan 13, 2020",,0
Lebanon,LBN,"Jan 14, 2020",,0
Lebanon,LBN,"Jan 15, 2020",,0
Lebanon,LBN,"Jan 16, 2020",,0
Lebanon,LBN,"Jan 17, 2020",,0
Lebanon,LBN,"Jan 18, 2020",,0
Lebanon,LBN,"Jan 19, 2020",,0
Lebanon,LBN,"Jan 20, 2020",,0
Lebanon,LBN,"Jan 21, 2020",,0
Lebanon,LBN,"Jan 22, 2020",,0
Lebanon,LBN,"Jan 23, 2020",,0
Lebanon,LBN,"Jan 24, 2020",,0
Lebanon,LBN,"Jan 25, 2020",,0
Lebanon,LBN,"Jan 26, 2020",,0
Lebanon,LBN,"Jan 27, 2020",,0
Lebanon,LBN,"Jan 28, 2020",,0
Lebanon,LBN,"Jan 29, 2020",,0
Lebanon,LBN,"Jan 30, 2020",,0
Lebanon,LBN,"Jan 31, 2020",,0
Lebanon,LBN,"Feb 1, 2020",,0
Lebanon,LBN,"Feb 2, 2020",,0
Lebanon,LBN,"Feb 3, 2020",,0
Lebanon,LBN,"Feb 4, 2020",,0
Lebanon,LBN,"Feb 5, 2020",,0
Lebanon,LBN,"Feb 6, 2020",,0
Lebanon,LBN,"Feb 7, 2020",,0
Lebanon,LBN,"Feb 8, 2020",,0
Lebanon,LBN,"Feb 9, 2020",,0
Lebanon,LBN,"Feb 10, 2020",,0
Lebanon,LBN,"Feb 11, 2020",,0
Lebanon,LBN,"Feb 12, 2020",,0
Lebanon,LBN,"Feb 13, 2020",,0
Lebanon,LBN,"Feb 14, 2020",,0
Lebanon,LBN,"Feb 15, 2020",,0
Lebanon,LBN,"Feb 16, 2020",,0
Lebanon,LBN,"Feb 17, 2020",,0
Lebanon,LBN,"Feb 18, 2020",,0
Lebanon,LBN,"Feb 19, 2020",,0
Lebanon,LBN,"Feb 20, 2020",,0
Lebanon,LBN,"Feb 21, 2020",,0
Lebanon,LBN,"Feb 22, 2020",,1
Lebanon,LBN,"Feb 23, 2020",,1
Lebanon,LBN,"Feb 24, 2020",,1
Lebanon,LBN,"Feb 25, 2020",,1
Lebanon,LBN,"Feb 26, 2020",,1
Lebanon,LBN,"Feb 27, 2020",,2
Lebanon,LBN,"Feb 28, 2020",,3
Lebanon,LBN,"Feb 29, 2020",,3
Lebanon,LBN,"Mar 1, 2020",,4
Lebanon,LBN,"Mar 2, 2020",,10
Lebanon,LBN,"Mar 3, 2020",,13
Lebanon,LBN,"Mar 6, 2020",,16
Lebanon,LBN,"Mar 7, 2020",,22
Lebanon,LBN,"Mar 9, 2020",,32
Lebanon,LBN,"Mar 10, 2020",,41
Lebanon,LBN,"Mar 11, 2020",,41
Lebanon,LBN,"Mar 12, 2020",,61
Lebanon,LBN,"Mar 13, 2020",,66
Lebanon,LBN,"Mar 15, 2020",,93
Lebanon,LBN,"Mar 16, 2020",,99
Lebanon,LBN,"Mar 17, 2020",,120
Lebanon,LBN,"Mar 18, 2020",,120
Lebanon,LBN,"Mar 19, 2020",,133
Lebanon,LBN,"Mar 20, 2020",,149
Lebanon,LBN,"Mar 21, 2020",,163
Lebanon,LBN,"Mar 22, 2020",,230
Lebanon,LBN,"Mar 23, 2020",,248
Lebanon,LBN,"Mar 24, 2020",,267
Lebanon,LBN,"Mar 25, 2020",,304
Lebanon,LBN,"Mar 26, 2020",,333
Lebanon,LBN,"Mar 27, 2020",,368
Lebanon,LBN,"Mar 28, 2020",,391
Lebanon,LBN,"Mar 29, 2020",,412
Lebanon,LBN,"Mar 30, 2020",,438
Liberia,LBR,"Mar 17, 2020",,1
Liberia,LBR,"Mar 18, 2020",,2
Liberia,LBR,"Mar 19, 2020",,2
Liberia,LBR,"Mar 20, 2020",,2
Liberia,LBR,"Mar 21, 2020",,2
Liberia,LBR,"Mar 22, 2020",,3
Liberia,LBR,"Mar 23, 2020",,3
Liberia,LBR,"Mar 24, 2020",,3
Liberia,LBR,"Mar 25, 2020",,3
Liberia,LBR,"Mar 26, 2020",,3
Liberia,LBR,"Mar 27, 2020",,3
Liberia,LBR,"Mar 28, 2020",,3
Liberia,LBR,"Mar 29, 2020",,3
Liberia,LBR,"Mar 30, 2020",,3
Libya,LBY,"Mar 25, 2020",,1
Libya,LBY,"Mar 26, 2020",,1
Libya,LBY,"Mar 27, 2020",,1
Libya,LBY,"Mar 28, 2020",,1
Libya,LBY,"Mar 29, 2020",,1
Libya,LBY,"Mar 30, 2020",,8
Liechtenstein,LIE,"Mar 5, 2020",,1
Liechtenstein,LIE,"Mar 12, 2020",,3
Liechtenstein,LIE,"Mar 13, 2020",,4
Liechtenstein,LIE,"Mar 14, 2020",,4
Liechtenstein,LIE,"Mar 15, 2020",,4
Liechtenstein,LIE,"Mar 16, 2020",,7
Liechtenstein,LIE,"Mar 17, 2020",,7
Liechtenstein,LIE,"Mar 18, 2020",,7
Liechtenstein,LIE,"Mar 19, 2020",,25
Liechtenstein,LIE,"Mar 20, 2020",,25
Liechtenstein,LIE,"Mar 21, 2020",,34
Liechtenstein,LIE,"Mar 22, 2020",,36
Liechtenstein,LIE,"Mar 23, 2020",,46
Liechtenstein,LIE,"Mar 24, 2020",,46
Liechtenstein,LIE,"Mar 25, 2020",,47
Liechtenstein,LIE,"Mar 26, 2020",,51
Liechtenstein,LIE,"Mar 27, 2020",,56
Liechtenstein,LIE,"Mar 28, 2020",,60
Liechtenstein,LIE,"Mar 29, 2020",,61
Liechtenstein,LIE,"Mar 30, 2020",,62
Lithuania,LTU,"Dec 31, 2019",,0
Lithuania,LTU,"Jan 1, 2020",,0
Lithuania,LTU,"Jan 2, 2020",,0
Lithuania,LTU,"Jan 3, 2020",,0
Lithuania,LTU,"Jan 4, 2020",,0
Lithuania,LTU,"Jan 5, 2020",,0
Lithuania,LTU,"Jan 6, 2020",,0
Lithuania,LTU,"Jan 7, 2020",,0
Lithuania,LTU,"Jan 8, 2020",,0
Lithuania,LTU,"Jan 9, 2020",,0
Lithuania,LTU,"Jan 10, 2020",,0
Lithuania,LTU,"Jan 11, 2020",,0
Lithuania,LTU,"Jan 12, 2020",,0
Lithuania,LTU,"Jan 13, 2020",,0
Lithuania,LTU,"Jan 14, 2020",,0
Lithuania,LTU,"Jan 15, 2020",,0
Lithuania,LTU,"Jan 16, 2020",,0
Lithuania,LTU,"Jan 17, 2020",,0
Lithuania,LTU,"Jan 18, 2020",,0
Lithuania,LTU,"Jan 19, 2020",,0
Lithuania,LTU,"Jan 20, 2020",,0
Lithuania,LTU,"Jan 21, 2020",,0
Lithuania,LTU,"Jan 22, 2020",,0
Lithuania,LTU,"Jan 23, 2020",,0
Lithuania,LTU,"Jan 24, 2020",,0
Lithuania,LTU,"Jan 25, 2020",,0
Lithuania,LTU,"Jan 26, 2020",,0
Lithuania,LTU,"Jan 27, 2020",,0
Lithuania,LTU,"Jan 28, 2020",,0
Lithuania,LTU,"Jan 29, 2020",,0
Lithuania,LTU,"Jan 30, 2020",,0
Lithuania,LTU,"Jan 31, 2020",,0
Lithuania,LTU,"Feb 1, 2020",,0
Lithuania,LTU,"Feb 2, 2020",,0
Lithuania,LTU,"Feb 3, 2020",,0
Lithuania,LTU,"Feb 4, 2020",,0
Lithuania,LTU,"Feb 5, 2020",,0
Lithuania,LTU,"Feb 6, 2020",,0
Lithuania,LTU,"Feb 7, 2020",,0
Lithuania,LTU,"Feb 8, 2020",,0
Lithuania,LTU,"Feb 9, 2020",,0
Lithuania,LTU,"Feb 10, 2020",,0
Lithuania,LTU,"Feb 11, 2020",,0
Lithuania,LTU,"Feb 12, 2020",,0
Lithuania,LTU,"Feb 13, 2020",,0
Lithuania,LTU,"Feb 14, 2020",,0
Lithuania,LTU,"Feb 15, 2020",,0
Lithuania,LTU,"Feb 16, 2020",,0
Lithuania,LTU,"Feb 17, 2020",,0
Lithuania,LTU,"Feb 18, 2020",,0
Lithuania,LTU,"Feb 19, 2020",,0
Lithuania,LTU,"Feb 20, 2020",,0
Lithuania,LTU,"Feb 21, 2020",,0
Lithuania,LTU,"Feb 22, 2020",,0
Lithuania,LTU,"Feb 23, 2020",,0
Lithuania,LTU,"Feb 24, 2020",,0
Lithuania,LTU,"Feb 25, 2020",,0
Lithuania,LTU,"Feb 26, 2020",,0
Lithuania,LTU,"Feb 27, 2020",,0
Lithuania,LTU,"Feb 28, 2020",,1
Lithuania,LTU,"Feb 29, 2020",,1
Lithuania,LTU,"Mar 1, 2020",,1
Lithuania,LTU,"Mar 2, 2020",,1
Lithuania,LTU,"Mar 11, 2020",,3
Lithuania,LTU,"Mar 12, 2020",,3
Lithuania,LTU,"Mar 14, 2020",,6
Lithuania,LTU,"Mar 15, 2020",,9
Lithuania,LTU,"Mar 16, 2020",,14
Lithuania,LTU,"Mar 17, 2020",,17
Lithuania,LTU,"Mar 18, 2020",,25
Lithuania,LTU,"Mar 19, 2020",,33
Lithuania,LTU,"Mar 20, 2020",1154,48
Lithuania,LTU,"Mar 21, 2020",,69
Lithuania,LTU,"Mar 22, 2020",,105
Lithuania,LTU,"Mar 23, 2020",,143
Lithuania,LTU,"Mar 24, 2020",,179
Lithuania,LTU,"Mar 25, 2020",,209
Lithuania,LTU,"Mar 26, 2020",,274
Lithuania,LTU,"Mar 27, 2020",,299
Lithuania,LTU,"Mar 28, 2020",,358
Lithuania,LTU,"Mar 29, 2020",,394
Lithuania,LTU,"Mar 30, 2020",,484
Luxembourg,LUX,"Dec 31, 2019",,0
Luxembourg,LUX,"Jan 1, 2020",,0
Luxembourg,LUX,"Jan 2, 2020",,0
Luxembourg,LUX,"Jan 3, 2020",,0
Luxembourg,LUX,"Jan 4, 2020",,0
Luxembourg,LUX,"Jan 5, 2020",,0
Luxembourg,LUX,"Jan 6, 2020",,0
Luxembourg,LUX,"Jan 7, 2020",,0
Luxembourg,LUX,"Jan 8, 2020",,0
Luxembourg,LUX,"Jan 9, 2020",,0
Luxembourg,LUX,"Jan 10, 2020",,0
Luxembourg,LUX,"Jan 11, 2020",,0
Luxembourg,LUX,"Jan 12, 2020",,0
Luxembourg,LUX,"Jan 13, 2020",,0
Luxembourg,LUX,"Jan 14, 2020",,0
Luxembourg,LUX,"Jan 15, 2020",,0
Luxembourg,LUX,"Jan 16, 2020",,0
Luxembourg,LUX,"Jan 17, 2020",,0
Luxembourg,LUX,"Jan 18, 2020",,0
Luxembourg,LUX,"Jan 19, 2020",,0
Luxembourg,LUX,"Jan 20, 2020",,0
Luxembourg,LUX,"Jan 21, 2020",,0
Luxembourg,LUX,"Jan 22, 2020",,0
Luxembourg,LUX,"Jan 23, 2020",,0
Luxembourg,LUX,"Jan 24, 2020",,0
Luxembourg,LUX,"Jan 25, 2020",,0
Luxembourg,LUX,"Jan 26, 2020",,0
Luxembourg,LUX,"Jan 27, 2020",,0
Luxembourg,LUX,"Jan 28, 2020",,0
Luxembourg,LUX,"Jan 29, 2020",,0
Luxembourg,LUX,"Jan 30, 2020",,0
Luxembourg,LUX,"Jan 31, 2020",,0
Luxembourg,LUX,"Feb 1, 2020",,0
Luxembourg,LUX,"Feb 2, 2020",,0
Luxembourg,LUX,"Feb 3, 2020",,0
Luxembourg,LUX,"Feb 4, 2020",,0
Luxembourg,LUX,"Feb 5, 2020",,0
Luxembourg,LUX,"Feb 6, 2020",,0
Luxembourg,LUX,"Feb 7, 2020",,0
Luxembourg,LUX,"Feb 8, 2020",,0
Luxembourg,LUX,"Feb 9, 2020",,0
Luxembourg,LUX,"Feb 10, 2020",,0
Luxembourg,LUX,"Feb 11, 2020",,0
Luxembourg,LUX,"Feb 12, 2020",,0
Luxembourg,LUX,"Feb 13, 2020",,0
Luxembourg,LUX,"Feb 14, 2020",,0
Luxembourg,LUX,"Feb 15, 2020",,0
Luxembourg,LUX,"Feb 16, 2020",,0
Luxembourg,LUX,"Feb 17, 2020",,0
Luxembourg,LUX,"Feb 18, 2020",,0
Luxembourg,LUX,"Feb 19, 2020",,0
Luxembourg,LUX,"Feb 20, 2020",,0
Luxembourg,LUX,"Feb 21, 2020",,0
Luxembourg,LUX,"Feb 22, 2020",,0
Luxembourg,LUX,"Feb 23, 2020",,0
Luxembourg,LUX,"Feb 24, 2020",,0
Luxembourg,LUX,"Feb 25, 2020",,0
Luxembourg,LUX,"Feb 26, 2020",,0
Luxembourg,LUX,"Feb 27, 2020",,0
Luxembourg,LUX,"Feb 28, 2020",,0
Luxembourg,LUX,"Feb 29, 2020",,0
Luxembourg,LUX,"Mar 1, 2020",,1
Luxembourg,LUX,"Mar 2, 2020",,1
Luxembourg,LUX,"Mar 7, 2020",,3
Luxembourg,LUX,"Mar 9, 2020",,5
Luxembourg,LUX,"Mar 11, 2020",,7
Luxembourg,LUX,"Mar 12, 2020",,7
Luxembourg,LUX,"Mar 13, 2020",,26
Luxembourg,LUX,"Mar 14, 2020",,38
Luxembourg,LUX,"Mar 16, 2020",,77
Luxembourg,LUX,"Mar 17, 2020",,81
Luxembourg,LUX,"Mar 18, 2020",,140
Luxembourg,LUX,"Mar 19, 2020",,210
Luxembourg,LUX,"Mar 20, 2020",,345
Luxembourg,LUX,"Mar 21, 2020",,484
Luxembourg,LUX,"Mar 22, 2020",,670
Luxembourg,LUX,"Mar 23, 2020",,798
Luxembourg,LUX,"Mar 24, 2020",,875
Luxembourg,LUX,"Mar 25, 2020",,1099
Luxembourg,LUX,"Mar 26, 2020",,1333
Luxembourg,LUX,"Mar 27, 2020",,1453
Luxembourg,LUX,"Mar 28, 2020",,1605
Luxembourg,LUX,"Mar 29, 2020",,1831
Luxembourg,LUX,"Mar 30, 2020",,1950
Macedonia,MKD,"Dec 31, 2019",,0
Macedonia,MKD,"Jan 1, 2020",,0
Macedonia,MKD,"Jan 2, 2020",,0
Macedonia,MKD,"Jan 3, 2020",,0
Macedonia,MKD,"Jan 4, 2020",,0
Macedonia,MKD,"Jan 5, 2020",,0
Macedonia,MKD,"Jan 6, 2020",,0
Macedonia,MKD,"Jan 7, 2020",,0
Macedonia,MKD,"Jan 8, 2020",,0
Macedonia,MKD,"Jan 9, 2020",,0
Macedonia,MKD,"Jan 10, 2020",,0
Macedonia,MKD,"Jan 11, 2020",,0
Macedonia,MKD,"Jan 12, 2020",,0
Macedonia,MKD,"Jan 13, 2020",,0
Macedonia,MKD,"Jan 14, 2020",,0
Macedonia,MKD,"Jan 15, 2020",,0
Macedonia,MKD,"Jan 16, 2020",,0
Macedonia,MKD,"Jan 17, 2020",,0
Macedonia,MKD,"Jan 18, 2020",,0
Macedonia,MKD,"Jan 19, 2020",,0
Macedonia,MKD,"Jan 20, 2020",,0
Macedonia,MKD,"Jan 21, 2020",,0
Macedonia,MKD,"Jan 22, 2020",,0
Macedonia,MKD,"Jan 23, 2020",,0
Macedonia,MKD,"Jan 24, 2020",,0
Macedonia,MKD,"Jan 25, 2020",,0
Macedonia,MKD,"Jan 26, 2020",,0
Macedonia,MKD,"Jan 27, 2020",,0
Macedonia,MKD,"Jan 28, 2020",,0
Macedonia,MKD,"Jan 29, 2020",,0
Macedonia,MKD,"Jan 30, 2020",,0
Macedonia,MKD,"Jan 31, 2020",,0
Macedonia,MKD,"Feb 1, 2020",,0
Macedonia,MKD,"Feb 2, 2020",,0
Macedonia,MKD,"Feb 3, 2020",,0
Macedonia,MKD,"Feb 4, 2020",,0
Macedonia,MKD,"Feb 5, 2020",,0
Macedonia,MKD,"Feb 6, 2020",,0
Macedonia,MKD,"Feb 7, 2020",,0
Macedonia,MKD,"Feb 8, 2020",,0
Macedonia,MKD,"Feb 9, 2020",,0
Macedonia,MKD,"Feb 10, 2020",,0
Macedonia,MKD,"Feb 11, 2020",,0
Macedonia,MKD,"Feb 12, 2020",,0
Macedonia,MKD,"Feb 13, 2020",,0
Macedonia,MKD,"Feb 14, 2020",,0
Macedonia,MKD,"Feb 15, 2020",,0
Macedonia,MKD,"Feb 16, 2020",,0
Macedonia,MKD,"Feb 17, 2020",,0
Macedonia,MKD,"Feb 18, 2020",,0
Macedonia,MKD,"Feb 19, 2020",,0
Macedonia,MKD,"Feb 20, 2020",,0
Macedonia,MKD,"Feb 21, 2020",,0
Macedonia,MKD,"Feb 22, 2020",,0
Macedonia,MKD,"Feb 23, 2020",,0
Macedonia,MKD,"Feb 24, 2020",,0
Macedonia,MKD,"Feb 25, 2020",,0
Macedonia,MKD,"Feb 26, 2020",,0
Macedonia,MKD,"Feb 27, 2020",,1
Macedonia,MKD,"Feb 28, 2020",,1
Macedonia,MKD,"Feb 29, 2020",,1
Macedonia,MKD,"Mar 1, 2020",,1
Macedonia,MKD,"Mar 2, 2020",,1
Macedonia,MKD,"Mar 7, 2020",,3
Macedonia,MKD,"Mar 11, 2020",,7
Macedonia,MKD,"Mar 13, 2020",,9
Macedonia,MKD,"Mar 14, 2020",,13
Macedonia,MKD,"Mar 16, 2020",,13
Macedonia,MKD,"Mar 17, 2020",,19
Macedonia,MKD,"Mar 18, 2020",,31
Macedonia,MKD,"Mar 19, 2020",,42
Macedonia,MKD,"Mar 20, 2020",,48
Macedonia,MKD,"Mar 21, 2020",,70
Macedonia,MKD,"Mar 22, 2020",,85
Macedonia,MKD,"Mar 23, 2020",,114
Macedonia,MKD,"Mar 24, 2020",,136
Macedonia,MKD,"Mar 25, 2020",,148
Macedonia,MKD,"Mar 26, 2020",,177
Macedonia,MKD,"Mar 27, 2020",,201
Macedonia,MKD,"Mar 28, 2020",,219
Macedonia,MKD,"Mar 29, 2020",,241
Macedonia,MKD,"Mar 30, 2020",,259
Madagascar,MDG,"Mar 21, 2020",,3
Madagascar,MDG,"Mar 22, 2020",,3
Madagascar,MDG,"Mar 23, 2020",,3
Madagascar,MDG,"Mar 24, 2020",,17
Madagascar,MDG,"Mar 25, 2020",,19
Madagascar,MDG,"Mar 26, 2020",,19
Madagascar,MDG,"Mar 27, 2020",,23
Madagascar,MDG,"Mar 28, 2020",,24
Madagascar,MDG,"Mar 29, 2020",,28
Madagascar,MDG,"Mar 30, 2020",,37
Malaysia,MYS,"Dec 31, 2019",,0
Malaysia,MYS,"Jan 1, 2020",,0
Malaysia,MYS,"Jan 2, 2020",,0
Malaysia,MYS,"Jan 3, 2020",,0
Malaysia,MYS,"Jan 4, 2020",,0
